"FIT.Number";"year.of.record";"Service.type";"Reason.for.force";"UOF.effective";"District.or.division";"Force.type";"Force.level";"Month.occurred";"Officer.primary.key";"Officer.sex";"Officer.race";"Officer.age.at.time.of.UOF";"Officer.years.exp.at.time.of.UOF";"Officer.injured";"Citizen.race";"Citizen.sex";"Citizen.age";"Citizen.injured";"Disposition"
"98";"FTN2018-0457";2018;"Call for Service";"Flight from an Officer";"Yes";"3rd District";"Hands / Escort tech";"L1";12;"d35bc5a4411b1fe2a2b098a347cb4a09";"M";"Unknown race";"30";"1";"No";"Black / African American";"M";"18";"No";"UOF Justified"
"99";"FTN2018-0455";2018;"Arresting";"Tactical Deployments";"Yes";"Special Operations";"Firearm Exhibited";"L1";12;"c144d9cd6017bc54db17ca0b79c79349";"M";"White";"40";"12";"No";"Black / African American";"M";"16";"No";"UOF Justified"
"100";"FTN2018-0455";2018;"Arresting";"Tactical Deployments";"Yes";"Special Operations";"Firearm Exhibited";"L1";12;"c144d9cd6017bc54db17ca0b79c79349";"M";"White";"40";"12";"No";"Black / African American";"Unknown gender";"17";"No";"UOF Justified"
"101";"FTN2018-0455";2018;"Arresting";"Tactical Deployments";"Yes";"Special Operations";"Firearm Exhibited";"L1";12;"c144d9cd6017bc54db17ca0b79c79349";"M";"White";"40";"12";"No";"Black / African American";"F";"14";"No";"UOF Justified"
"102";"FTN2018-0455";2018;"Arresting";"Tactical Deployments";"Yes";"Special Operations";"Firearm Exhibited";"L1";12;"c144d9cd6017bc54db17ca0b79c79349";"M";"White";"40";"12";"No";"Black / African American";"M";"18";"No";"UOF Justified"
"103";"FTN2018-0455";2018;"Arresting";"Tactical Deployments";"Yes";"Special Operations";"Firearm Exhibited";"L1";12;"c144d9cd6017bc54db17ca0b79c79349";"M";"White";"40";"12";"No";"Black / African American";"M";"16";"No";"UOF Justified"
"104";"FTN2018-0454";2018;"Arresting";"Tactical Deployments";"Yes";"Other";"Firearm Exhibited";"L1";12;"154ee6d6938d5649493d043d3886046c";"M";"Black / African American";"37";"9";"No";"Black / African American";"M";"31";"No";"UOF Justified"
"105";"FTN2018-0453";2018;"Traffic Stop";"Escape";"Yes";"6th District";"Takedown (w/injury)";"L2";12;"947561a8f18226c4f33301746552d9ec";"M";"White";"47";"9";"No";"Black / African American";"F";"35";"Yes";"UOF Justified"
"106";"FTN2018-0453";2018;"Traffic Stop";"Escape";"Yes";"6th District";"Hands / Escort tech";"L1";12;"947561a8f18226c4f33301746552d9ec";"M";"White";"47";"9";"No";"Black / African American";"F";"35";"Yes";"UOF Justified"
"107";"FTN2018-0453";2018;"Traffic Stop";"Escape";"Yes";"6th District";"Takedown (w/injury)";"L2";12;"69fb87f9245dfda43b7fc1e641b44f01";"M";"White";"45";"10";"No";"Black / African American";"F";"35";"Yes";"UOF Justified"
"108";"FTN2018-0450";2018;"Call for Service";"refuse verbal commands";"Yes";"1st District";"Takedown (w/injury)";"L2";12;"6c3d1d3f780a554214f32662f080895f";"M";"Hispanic";"33";"2";"No";"Black / African American";"M";"16";"No";"UOF Justified"
"109";"FTN2018-0450";2018;"Call for Service";"refuse verbal commands";"Yes";"1st District";"Takedown (w/injury)";"L2";12;"caa5139064cdaf30953511aa51836ab3";"M";"White";"31";"1";"No";"Black / African American";"M";"16";"No";"UOF Justified"
"110";"FTN2018-0449";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"6th District";"Defense Tech / Take-down";"L2";12;"5d34443714740ce0a2d0c510cf222f49";"M";"Hispanic";"26";"2";"Yes";"Black / African American";"M";"40";"No";"NULL"
"111";"FTN2018-0448";2018;"Arresting";"Escape";"Yes";"1st District";"Takedown (w/injury)";"L2";12;"8a1ab99e1bda8dd2b91a7610a1021fc0";"M";"White";"24";"2";"No";"Black / African American";"M";"39";"Yes";"UOF Justified"
"112";"FTN2018-0447";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Takedown (no injury)";"L1";12;"2d2fe586644c2b2eafef2bc4b493dd74";"M";"White";"31";"4";"No";"Black / African American";"M";"58";"No";"UOF Justified"
"113";"FTN2018-0446";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Takedown (w/injury)";"L2";12;"1d80f9b63da5d35f4ebd9d5dcb901465";"M";"White";"27";"3";"Yes";"White";"M";"29";"Yes";"UOF Justified"
"114";"FTN2018-0444";2018;"Arresting";"refuse verbal commands";"Yes";"7th District";"Firearm Exhibited";"L1";12;"8b523c38e194e718d4e56baf14c1d6ae";"M";"Black / African American";"26";"8";"No";"Black / African American";"M";"17";"No";"UOF Justified"
"115";"FTN2018-0444";2018;"Arresting";"refuse verbal commands";"Yes";"7th District";"Takedown (no injury)";"L1";12;"8b523c38e194e718d4e56baf14c1d6ae";"M";"Black / African American";"26";"8";"No";"Black / African American";"M";"17";"No";"UOF Justified"
"116";"FTN2018-0445";2018;"Call for Service";"Room clearing";"Yes";"5th District";"Firearm Exhibited";"L1";12;"d751b0c7b54095ef589ac6018b777ad8";"M";"White";"37";"2";"No";"White";"M";"NULL";"No";"UOF Justified"
"117";"FTN2018-0445";2018;"Call for Service";"Room clearing";"Yes";"5th District";"Firearm Exhibited";"L1";12;"d751b0c7b54095ef589ac6018b777ad8";"M";"White";"37";"2";"No";"White";"M";"26";"No";"UOF Justified"
"118";"FTN2018-0445";2018;"Call for Service";"Room clearing";"Yes";"5th District";"Firearm Exhibited";"L1";12;"d751b0c7b54095ef589ac6018b777ad8";"M";"White";"37";"2";"No";"White";"M";"36";"No";"UOF Justified"
"119";"FTN2018-0445";2018;"Call for Service";"Room clearing";"Yes";"5th District";"Firearm Exhibited";"L1";12;"2891d74554eff0dcce86b534da024ebb";"M";"Black / African American";"31";"1";"No";"White";"M";"36";"No";"UOF Justified"
"120";"FTN2018-0445";2018;"Call for Service";"Room clearing";"Yes";"5th District";"Firearm Exhibited";"L1";12;"2891d74554eff0dcce86b534da024ebb";"M";"Black / African American";"31";"1";"No";"White";"M";"26";"No";"UOF Justified"
"121";"FTN2018-0445";2018;"Call for Service";"Room clearing";"Yes";"5th District";"Firearm Exhibited";"L1";12;"2891d74554eff0dcce86b534da024ebb";"M";"Black / African American";"31";"1";"No";"White";"M";"NULL";"No";"UOF Justified"
"122";"FTN2018-0443";2018;"Call for Service";"Flight from an Officer";"Yes";"Other";"Firearm Exhibited";"L1";12;"522956e94e143fc14572e0ee97b585ac";"M";"White";"25";"1";"No";"Black / African American";"M";"34";"No";"UOF Justified"
"123";"FTN2018-0442";2018;"Pedestrian Stop";"refuse verbal commands";"Yes";"8th District";"Takedown (no injury)";"L1";12;"55dc0f70efdd7ff3303da5a93cc5d53f";"M";"Black / African American";"48";"21";"No";"Black / African American";"M";"29";"No";"UOF Justified"
"124";"FTN2018-0441";2018;"Call for Service";"Weapon Exhibited";"Yes";"8th District";"Firearm Exhibited";"L1";12;"996a8cb7bd962fcdca733086b7c60350";"M";"White";"27";"2";"No";"White";"M";"44";"No";"UOF Justified"
"125";"FTN2018-0440";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"1st District";"Defense Tech / Take-down";"L2";12;"be1c7c85fc5a6133c4272eebf0050961";"F";"Black / African American";"31";"4";"No";"Black / African American";"F";"47";"Yes";"UOF Justified"
"126";"FTN2018-0440";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"1st District";"Defense Tech / Take-down";"L2";12;"be1c7c85fc5a6133c4272eebf0050961";"F";"Black / African American";"31";"4";"No";"Black / African American";"M";"66";"Yes";"UOF Justified"
"127";"FTN2018-0440";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"1st District";"Defense Tech / Take-down";"L2";12;"8a1ab99e1bda8dd2b91a7610a1021fc0";"M";"White";"24";"2";"No";"Black / African American";"M";"66";"Yes";"UOF Justified"
"128";"FTN2018-0440";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"1st District";"Defense Tech / Take-down";"L2";12;"8a1ab99e1bda8dd2b91a7610a1021fc0";"M";"White";"24";"2";"No";"Black / African American";"F";"47";"Yes";"UOF Justified"
"129";"FTN2018-0439";2018;"Call for Service";"Tactical Deployments";"Yes";"6th District";"Firearm Exhibited";"L1";11;"572b5a5336fc9f983989e375a6a6483b";"M";"Hispanic";"31";"2";"No";"Black / African American";"M";"28";"No";"UOF Justified With Training"
"130";"FTN2018-0438";2018;"Call for Service";"Resisting Lawful Arrest";"Limited";"3rd District";"L2-Taser";"L2";11;"beb7e89ef8e7fbb3d8b6c330d067c716";"M";"White";"39";"5";"No";"Black / African American";"M";"38";"No";"UOF Justified"
"131";"FTN2018-0438";2018;"Call for Service";"Resisting Lawful Arrest";"Yes";"3rd District";"Hands / Escort tech";"L1";11;"e3f243ed15dc7d56372cd74b1ce5513e";"M";"Black / African American";"32";"1";"No";"Black / African American";"M";"38";"No";"UOF Justified"
"132";"FTN2018-0437";2018;"Call for Service";"Tactical Deployments";"Yes";"4th District";"Firearm Exhibited";"L1";11;"82944da6a2bc67ed898b445491d9a1a4";"F";"Black / African American";"30";"6";"No";"Black / African American";"M";"27";"No";"UOF Justified"
"133";"FTN2018-0436";2018;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"3rd District";"Firearm Exhibited";"L1";11;"d748aa90c0db2e82c2a628d253bd3163";"M";"White";"34";"2";"No";"Black / African American";"M";"30";"No";"UOF Justified"
"134";"FTN2018-0435";2018;"Call for Service";"Weapon Exhibited";"Yes";"5th District";"Firearm Exhibited";"L1";11;"a1bbc177e38b0232cf879fee532cf17a";"M";"White";"39";"3";"No";"Black / African American";"F";"40";"No";"UOF Justified"
"135";"FTN2018-0434";2018;"Serving a Warrant";"Tactical Deployments";"Yes";"Special Operations";"Firearm Exhibited";"L1";11;"b1679f0dcd6f6c04295714850e5f8ec9";"M";"White";"34";"5";"No";"White";"M";"44";"No";"UOF Justified"
"136";"FTN2018-0434";2018;"Serving a Warrant";"Tactical Deployments";"Yes";"Special Operations";"Firearm Exhibited";"L1";11;"b1679f0dcd6f6c04295714850e5f8ec9";"M";"White";"34";"5";"No";"White";"M";"40";"No";"UOF Justified"
"137";"FTN2018-0434";2018;"Serving a Warrant";"Tactical Deployments";"Yes";"Special Operations";"Firearm Exhibited";"L1";11;"fb74ff2ffa53a24af265a84392f2f529";"M";"Black / African American";"29";"9";"No";"White";"M";"40";"No";"UOF Justified"
"138";"FTN2018-0434";2018;"Serving a Warrant";"Tactical Deployments";"Yes";"Special Operations";"Firearm Exhibited";"L1";11;"fb74ff2ffa53a24af265a84392f2f529";"M";"Black / African American";"29";"9";"No";"White";"M";"44";"No";"UOF Justified"
"139";"FTN2018-0433";2018;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"1st District";"Canine (No Bite)";"L2";11;"941cc1938f5fa14513732309f0da3166";"M";"White";"38";"10";"No";"White";"F";"26";"No";"UOF Justified"
"140";"FTN2018-0432";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"7th District";"Takedown (no injury)";"L1";11;"aa9bb1d0a4658a25469c59ef9e18fd1b";"M";"Black / African American";"43";"20";"No";"Black / African American";"F";"25";"No";"UOF Justified"
"141";"FTN2018-0432";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"7th District";"Hands / Escort tech";"L1";11;"aa9bb1d0a4658a25469c59ef9e18fd1b";"M";"Black / African American";"43";"20";"No";"Black / African American";"F";"25";"No";"UOF Justified"
"142";"FTN2018-0432";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"7th District";"Takedown (no injury)";"L1";11;"da4b49bd777be7d49f988b383c2a5b3c";"M";"Hispanic";"29";"3";"No";"Black / African American";"F";"25";"No";"UOF Justified"
"143";"FTN2018-0432";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"7th District";"Hands / Escort tech";"L1";11;"da4b49bd777be7d49f988b383c2a5b3c";"M";"Hispanic";"29";"3";"No";"Black / African American";"F";"25";"No";"UOF Justified"
"144";"FTN2018-0432";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"7th District";"Hands / Escort tech";"L1";11;"d4f0816d87bd4814c831e0bfdf11c275";"M";"Black / African American";"22";"1";"No";"Black / African American";"F";"25";"No";"UOF Justified"
"145";"FTN2018-0432";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"7th District";"Takedown (no injury)";"L1";11;"d4f0816d87bd4814c831e0bfdf11c275";"M";"Black / African American";"22";"1";"No";"Black / African American";"F";"25";"No";"UOF Justified"
"146";"FTN2018-0428";2018;"Call for Service";"Resisting Lawful Arrest";"Yes";"5th District";"Takedown (no injury)";"L1";11;"01997ae148e1930d7a4a763dc779bb1e";"M";"White";"32";"4";"No";"Black / African American";"F";"33";"No";"UOF Justified"
"147";"FTN2018-0431";2018;"Call for Service";"Battery on Police Officer";"Yes";"2nd District";"Takedown (w/injury)";"L2";11;"5ea622b1e61527c9ca6a1acc57a8b2e7";"M";"Black / African American";"43";"15";"Yes";"Black / African American";"F";"16";"Yes";"UOF Justified"
"148";"FTN2018-0429";2018;"Call for Service";"Flight from an Officer";"Yes";"6th District";"Firearm Exhibited";"L1";11;"d66a41e9a88d761a34fa24dfc4f7a95a";"M";"Black / African American";"33";"9";"No";"Black / African American";"M";"17";"No";"UOF Justified"
"149";"FTN2018-0429";2018;"Call for Service";"Flight from an Officer";"Yes";"6th District";"Firearm Exhibited";"L1";11;"d66a41e9a88d761a34fa24dfc4f7a95a";"M";"Black / African American";"33";"9";"No";"Black / African American";"M";"13";"No";"UOF Justified"
"150";"FTN2018-0429";2018;"Call for Service";"Flight from an Officer";"Yes";"6th District";"Firearm Exhibited";"L1";11;"d66a41e9a88d761a34fa24dfc4f7a95a";"M";"Black / African American";"33";"9";"No";"Black / African American";"M";"15";"No";"UOF Justified"
"151";"FTN2018-0429";2018;"Call for Service";"Flight from an Officer";"Yes";"6th District";"Firearm Exhibited";"L1";11;"d66a41e9a88d761a34fa24dfc4f7a95a";"M";"Black / African American";"33";"9";"No";"Black / African American";"M";"NULL";"No";"UOF Justified"
"152";"FTN2018-0429";2018;"Call for Service";"Flight from an Officer";"Yes";"6th District";"Firearm Exhibited";"L1";11;"2f87d0758b38709c0c8d8a6ad10d4c6d";"M";"White";"28";"2";"No";"Black / African American";"M";"NULL";"No";"UOF Justified"
"153";"FTN2018-0429";2018;"Call for Service";"Flight from an Officer";"Yes";"6th District";"Firearm Exhibited";"L1";11;"2f87d0758b38709c0c8d8a6ad10d4c6d";"M";"White";"28";"2";"No";"Black / African American";"M";"15";"No";"UOF Justified"
"154";"FTN2018-0429";2018;"Call for Service";"Flight from an Officer";"Yes";"6th District";"Firearm Exhibited";"L1";11;"2f87d0758b38709c0c8d8a6ad10d4c6d";"M";"White";"28";"2";"No";"Black / African American";"M";"13";"No";"UOF Justified"
"155";"FTN2018-0429";2018;"Call for Service";"Flight from an Officer";"Yes";"6th District";"Firearm Exhibited";"L1";11;"2f87d0758b38709c0c8d8a6ad10d4c6d";"M";"White";"28";"2";"No";"Black / African American";"M";"17";"No";"UOF Justified"
"156";"FTN2018-0429";2018;"Call for Service";"Flight from an Officer";"Yes";"6th District";"Firearm Exhibited";"L1";11;"71833bf7740bc68e62ab5f68bbb9e89c";"M";"White";"28";"2";"No";"Black / African American";"M";"17";"No";"UOF Justified"
"157";"FTN2018-0429";2018;"Call for Service";"Flight from an Officer";"Yes";"6th District";"Firearm Exhibited";"L1";11;"71833bf7740bc68e62ab5f68bbb9e89c";"M";"White";"28";"2";"No";"Black / African American";"M";"13";"No";"UOF Justified"
"158";"FTN2018-0429";2018;"Call for Service";"Flight from an Officer";"Yes";"6th District";"Firearm Exhibited";"L1";11;"71833bf7740bc68e62ab5f68bbb9e89c";"M";"White";"28";"2";"No";"Black / African American";"M";"15";"No";"UOF Justified"
"159";"FTN2018-0429";2018;"Call for Service";"Flight from an Officer";"Yes";"6th District";"Firearm Exhibited";"L1";11;"71833bf7740bc68e62ab5f68bbb9e89c";"M";"White";"28";"2";"No";"Black / African American";"M";"NULL";"No";"UOF Justified"
"160";"FTN2018-0430";2018;"Arresting";"Flight from an Officer";"No";"7th District";"Hands / Escort tech";"L1";11;"23fec8b480a728eea4b4c8778a616603";"F";"White";"26";"1";"Yes";"Black / African American";"F";"23";"Yes";"UOF Justified"
"161";"FTN2018-0430";2018;"Arresting";"Flight from an Officer";"Yes";"7th District";"Hands / Escort tech";"L1";11;"3c076c4931814d9d49fe5cad201bcab4";"M";"Hispanic";"25";"1";"Yes";"Black / African American";"F";"23";"Yes";"UOF Justified"
"162";"FTN2018-0430";2018;"Arresting";"Flight from an Officer";"Yes";"7th District";"Takedown (w/injury)";"L2";11;"3c076c4931814d9d49fe5cad201bcab4";"M";"Hispanic";"25";"1";"Yes";"Black / African American";"F";"23";"Yes";"UOF Justified"
"163";"FTN2018-0427";2018;"Arresting";"Battery on Police Officer";"Yes";"8th District";"Defense Tech / Take-down";"L2";11;"996a8cb7bd962fcdca733086b7c60350";"M";"White";"27";"2";"Yes";"White";"M";"28";"No";"UOF Justified"
"164";"FTN2018-0425";2018;"Traffic Stop";"refuse verbal commands";"Yes";"1st District";"Firearm Exhibited";"L1";11;"b11d3c57265f77520ad58b646109e99d";"M";"Hispanic";"25";"1";"No";"Hispanic";"M";"46";"No";"UOF Justified"
"165";"FTN2018-0425";2018;"Traffic Stop";"refuse verbal commands";"Yes";"1st District";"Firearm Exhibited";"L1";11;"b11d3c57265f77520ad58b646109e99d";"M";"Hispanic";"25";"1";"No";"Hispanic";"M";"8";"No";"UOF Justified"
"166";"FTN2018-0424";2018;"Arresting";"Weapon Exhibited";"Yes";"8th District";"Firearm Exhibited";"L1";11;"a98d4b3a7238c9ba9138384b43c5ca8f";"M";"White";"24";"2";"No";"Black / African American";"M";"NULL";"No";"UOF Justified With Training"
"167";"FTN2018-0423";2018;"Call for Service";"Tactical Deployments";"Yes";"Special Operations";"Canine (No Bite)";"L2";11;"6bd2cc214f721191f3c88b07d3b580a4";"M";"White";"50";"27";"No";"Black / African American";"M";"27";"No";"UOF Justified"
"168";"FTN2018-0422";2018;"Call for Service";"refuse verbal commands";"Yes";"1st District";"Firearm Exhibited";"L1";11;"dc76071ba54e3b35ab037e0b426ddf74";"M";"Black / African American";"30";"0";"No";"Black / African American";"M";"55";"No";"UOF Justified"
"169";"FTN2018-0421";2018;"Call for Service";"Battery on Police Officer";"Yes";"4th District";"Takedown (no injury)";"L1";11;"e88f1a81f59d64394ac07b480d5706ba";"M";"White";"27";"1";"Yes";"Black / African American";"M";"33";"No";"UOF Justified With Training"
"170";"FTN2018-0418";2018;"Arresting";"Flight from an Officer";"No";"3rd District";"L2-Taser";"L2";11;"9107dc54f46f42c48501039a7feb10d7";"F";"White";"43";"11";"Yes";"Black / African American";"M";"39";"No";"UOF Justified"
"171";"FTN2018-0418";2018;"Arresting";"Flight from an Officer";"Yes";"3rd District";"Taser Exhibited";"L1";11;"72d8664a230e52e52068d06afb7246b0";"M";"Hispanic";"28";"2";"Yes";"Black / African American";"M";"39";"No";"UOF Justified"
"172";"FTN2018-0419";2018;"Call for Service";"Room clearing";"Yes";"4th District";"Firearm Exhibited";"L1";11;"1f749c7cb744bbc117b289ad4584acec";"M";"White";"28";"4";"No";"Black / African American";"M";"16";"No";"UOF Justified"
"173";"FTN2018-0419";2018;"Call for Service";"Room clearing";"Yes";"4th District";"Firearm Exhibited";"L1";11;"3ef0ecf9820931357d6d9fae5e2765c4";"M";"White";"30";"1";"No";"Black / African American";"M";"16";"No";"UOF Justified"
"174";"FTN2018-0420";2018;"Call for Service";"Weapon Exhibited";"Yes";"5th District";"Firearm Exhibited";"L1";11;"ea202f9e80e5cec14835795b0e130d27";"M";"Hispanic";"29";"3";"No";"White";"M";"49";"No";"UOF Justified"
"175";"FTN2018-0415";2018;"Call for Service";"Tactical Deployments";"Yes";"1st District";"Firearm Exhibited";"L1";11;"bf380a27f7e51d80dd241d215555fa13";"M";"White";"26";"1";"No";"White";"M";"29";"No";"UOF Justified"
"176";"FTN2018-0415";2018;"Call for Service";"Tactical Deployments";"Yes";"1st District";"Firearm Exhibited";"L1";11;"e318c05d590e603b5b57dd433d0c7c66";"F";"Black / African American";"40";"14";"No";"White";"M";"29";"No";"UOF Justified"
"177";"FTN2018-0417";2018;"Call for Service";"refuse verbal commands";"Yes";"7th District";"Firearm Exhibited";"L1";11;"d4f0816d87bd4814c831e0bfdf11c275";"M";"Black / African American";"22";"1";"No";"Black / African American";"M";"34";"No";"UOF Justified"
"178";"FTN2018-0417";2018;"Call for Service";"refuse verbal commands";"Yes";"7th District";"Firearm Exhibited";"L1";11;"0f45160dc294f97c93c41cc3f66bbfdd";"M";"White";"27";"2";"No";"Black / African American";"M";"34";"No";"UOF Justified"
"179";"FTN2018-0416";2018;"Arresting";"Tactical Deployments";"Yes";"7th District";"Firearm Exhibited";"L1";11;"fff72026dad17c51e49b514c39484471";"M";"White";"35";"2";"No";"Hispanic";"M";"33";"No";"UOF Justified With Training"
"180";"FTN2018-0414";2018;"Arresting";"refuse verbal commands";"Yes";"7th District";"Firearm Exhibited";"L1";11;"cffa3c29a162242e41784dc9e5c80cdf";"M";"Black / African American";"41";"20";"No";"Black / African American";"M";"NULL";"No";"UOF Justified With Training"
"181";"FTN2018-0413";2018;"Arresting";"Flight from an Officer";"Yes";"1st District";"Firearm Exhibited";"L1";11;"08bf459aea1bd927c4edb56a6537f34b";"M";"White";"27";"2";"No";"Black / African American";"M";"32";"No";"UOF Justified"
"182";"FTN2018-0413";2018;"Arresting";"Flight from an Officer";"Yes";"1st District";"Firearm Exhibited";"L1";11;"08bf459aea1bd927c4edb56a6537f34b";"M";"White";"27";"2";"No";"Black / African American";"M";"24";"No";"UOF Justified"
"183";"FTN2018-0413";2018;"Arresting";"Flight from an Officer";"No";"1st District";"Firearm Exhibited";"L1";11;"b11d3c57265f77520ad58b646109e99d";"M";"Hispanic";"25";"1";"No";"Black / African American";"M";"32";"No";"UOF Justified"
"184";"FTN2018-0413";2018;"Arresting";"Flight from an Officer";"No";"1st District";"Firearm Exhibited";"L1";11;"b11d3c57265f77520ad58b646109e99d";"M";"Hispanic";"25";"1";"No";"Black / African American";"M";"24";"No";"UOF Justified"
"185";"FTN2018-0413";2018;"Arresting";"Flight from an Officer";"No";"1st District";"Firearm Exhibited";"L1";11;"482e11426f5355049a17153075f4c785";"M";"Black / African American";"30";"10";"No";"Black / African American";"M";"32";"No";"UOF Justified"
"186";"FTN2018-0413";2018;"Arresting";"Flight from an Officer";"No";"1st District";"Firearm Exhibited";"L1";11;"482e11426f5355049a17153075f4c785";"M";"Black / African American";"30";"10";"No";"Black / African American";"M";"24";"No";"UOF Justified"
"187";"FTN2018-0413";2018;"Arresting";"Flight from an Officer";"No";"1st District";"Firearm Exhibited";"L1";11;"be1c7c85fc5a6133c4272eebf0050961";"F";"Black / African American";"31";"4";"No";"Black / African American";"M";"32";"No";"UOF Justified"
"188";"FTN2018-0413";2018;"Arresting";"Flight from an Officer";"No";"1st District";"Firearm Exhibited";"L1";11;"be1c7c85fc5a6133c4272eebf0050961";"F";"Black / African American";"31";"4";"No";"Black / African American";"M";"24";"No";"UOF Justified"
"189";"FTN2018-0413";2018;"Arresting";"Flight from an Officer";"Yes";"1st District";"Canine (No Bite)";"L2";11;"6bd2cc214f721191f3c88b07d3b580a4";"M";"White";"50";"27";"No";"Black / African American";"M";"24";"No";"UOF Justified"
