"Action.taken.OIPM";"Action.taken.year";"Allegation.short";"Allegation.simple";"Allegation.primary.key"
"6110";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6111";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6112";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6113";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6114";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6115";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6116";"Unknown action taken";"2013";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6117";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6118";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6119";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6120";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6121";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6122";"Unknown action taken";"2009";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6123";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6124";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6125";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6126";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6127";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6128";"Unknown action taken";"2009";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6129";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6130";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6131";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6132";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6133";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6134";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6135";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6136";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6137";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6138";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6139";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6140";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6141";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6142";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6143";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6144";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6145";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6146";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6147";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6148";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6149";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6150";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6151";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6152";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6153";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6154";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6155";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6156";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6157";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6158";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6159";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6160";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6161";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6162";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6163";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6164";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6165";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6166";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6167";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6168";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6169";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6170";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6171";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6172";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6173";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6174";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6175";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6176";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6177";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6178";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6179";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6180";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6181";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6182";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6183";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6184";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6185";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6186";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6187";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6188";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6189";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6190";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6191";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6192";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6193";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6194";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6195";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6196";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6197";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6198";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6199";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6200";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6201";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6202";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6203";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6204";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6205";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6206";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6207";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6208";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6209";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6210";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6211";"None";"2009";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6212";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6213";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6214";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6215";"Unknown action taken";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6216";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6217";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6218";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6219";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6220";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6221";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6222";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6223";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6224";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6225";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6226";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6227";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6228";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6229";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6230";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6231";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6232";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6233";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6234";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6235";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6236";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6237";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6238";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6239";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6240";"None";"2009";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6241";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6242";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6243";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6244";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6245";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6246";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6247";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6248";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6249";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6250";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6251";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6252";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6253";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6254";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6255";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6256";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6257";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6258";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6259";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6260";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6261";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6262";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6263";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6264";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6265";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6266";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6267";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6268";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6269";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6270";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6271";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6272";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6273";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6274";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6275";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6276";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6277";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6278";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6279";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6280";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6281";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6282";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6283";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6284";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6285";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6286";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6287";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6288";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6289";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6290";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6291";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6292";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6293";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6294";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6295";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6296";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6297";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6298";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6299";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6300";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6301";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6302";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6303";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6304";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6305";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6306";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6307";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6308";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6309";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6310";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6311";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6312";"None";"2009";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6313";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6314";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6315";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6316";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6317";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6318";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6319";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6320";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6321";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6322";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6323";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6324";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6325";"None";"2009";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6326";"None";"2009";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6327";"None";"2009";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6328";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6329";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6330";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6331";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6332";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6333";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6334";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6335";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6336";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6337";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6338";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6339";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6340";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6341";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6342";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6343";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6344";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6345";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6346";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6347";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6348";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6349";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6350";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6351";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6352";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6353";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6354";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6355";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6356";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6357";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6358";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6359";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6360";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6361";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6362";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6363";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6364";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6365";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6366";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6367";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6368";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6369";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6370";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6371";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6372";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6373";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6374";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6375";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6376";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6377";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6378";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6379";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6380";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6381";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6382";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6383";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6384";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6385";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6386";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6387";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6388";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6389";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6390";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6391";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6392";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6393";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6394";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6395";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6396";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6397";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6398";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6399";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6400";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6401";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6402";"None";"2009";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6403";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6404";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6405";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6406";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6407";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6408";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6409";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6410";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6411";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6412";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6413";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6414";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6415";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6416";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6417";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6418";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6419";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6420";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6421";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6422";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6423";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6424";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6425";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6426";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6427";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6428";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6429";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6430";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6431";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6432";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6433";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6434";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6435";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6436";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6437";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6438";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6439";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6440";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6441";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6442";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6443";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6444";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6445";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6446";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6447";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6448";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6449";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6450";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6451";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6452";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6453";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6454";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6455";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6456";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
"6457";"None";"NULL";"";"Other";"08e8fc142763fe1e666902c627bec76f"
